SKU,Product Name,Product ID,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,Frame Color,Special Features1
C8-IXDE-21ER,Miu Miu MU 53PS Aviator Sunglasses Gold Frame / Pink Mirrored Lens (ZVN/4L2),710377981733,Miu Miu,m53PS,eZVN4L2,Semi-rimless pale gold metal aviator frame-- Engraved lettering logo on the temples.,sunglasses,279.99,Model: Miu Miu MU 53PS,Color: Semi-rimless Pale Gold Frame / Pink Mirrored Lens (ZVN/4L2),"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,smu13n round antique retro 13ns,sunglasses women authentic made in italy man,semi rimless new collection fashion designer,SMU53P EZVN F04L2 aviator pilot,pink,metal,mirrored,aviator,non-polarized,60,15,140,womens,,prescription-ready
JL-8YZC-WQNJ,Miu Miu MU 53PS Aviator Sunglasses Pale Gold Frame / Red Mirrored Lens (ZVN/9Q1),710377981740,Miu Miu,m53PS,eZVN9Q1,Semi-rimless pale gold metal aviator frame-- Engraved lettering logo on the temples. Cod. SMU53P EZVN F09Q1,sunglasses,279.99,Model: Miu Miu MU 53P.,Color: Semi-rimless Pale Gold Frame / Red Mirrored Lens (ZVN/9Q1),"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,smu13n round antique retro 13ns,sunglasses women authentic made in italy man,semi rimless new collection fashion designer,SMU53P EZVN F04L2 aviator pilot,pink,metal,mirrored,aviator,non-polarized,60,15,140,womens,,prescription-ready
G9-8W1C-DV4P,Miu Miu MU 53QS Sunglasses Marbleized Havana Frame / Lilac Lens (7S0/3F2),719363479278,Miu Miu,m53QS,e7S03F2,Square frame with medium tortoiseshell acetate detail on top and antiqued metal temples Metal lettering logo. Cod. SMU53Q E7SO F03F2,sunglasses,259.99,Model: Miu Miu MU53QS.,Color: Marbleized Havana Frame / Lilac Lens (7S03F2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miumiu miu-miu gift for her girlfriend,smu53QS. 53qs mu53qs,sunglasses women new collection style,style fashion designer,gradient lens lenses authentic made in italy,brown,metal,plastic,square,non-polarized,53,16,140,womens,,prescription-ready
KE-AXNS-9GGT,Miu Miu MU 53QS Sunglasses Opal Green Frame / Gray Gradient Lens (TWG/3E2),719363479285,Miu Miu,m53QS,eTWG3E2,Square frame with opaline green acetate detail on top and antiqued metal temples. Metal lettering logo.,sunglasses,259.99,Model: Miu Miu MU53QS.,Color: Opal Green Frame / Gray Gradient Lens (TWG/3E2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miumiu miu-miu gift for her girlfriend,smu53QS. 53qs mu53qs,sunglasses women new collection style,style fashion designer,gradient lens lenses authentic made in italy,green,metal,gradient,square,non-polarized,53,16,140,womens,,prescription-ready
FO-6ZMG-4GK3,Miu Miu MU 54QS Black w/Crystal Pavé Embellishment Frame / Grey Gradient Lens (1BO/0A7),710377985878,Miu Miu,m54QS,e1BO0A7,,sunglasses,319.99,Model: Miu Miu MU 54QS.,Color: Black w/Crystal Pavé Embellishment Frame / Grey Gradient Lens (1BO/0A7).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,tkd0a7 mu54qs 54 qs pave,sunglasses women authentic gradient,Authentic made in italy round new original,Sunglasses glasses shades gradient lens lenses,grey,metal,gradient,cateye,non-polarized,56,18,145,womens,,prescription-ready
B8-1YJW-LYMW,Miu Miu MU 54QS Sunglasses Gunmetal w/Crystal Pavé Embellishment Frame / Brown Gradient Lens (TFD/1L0),710377983102,Miu Miu,m54QS,eTFD1L0,,sunglasses,319.99,Model: Miu Miu MU 54QS.,Color: Gunmetal w/Crystal Pavé Embellishment Frame / Brown Gradient Lens (TFD/1L0).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,tkd0a7 mu54qs,sunglasses women authentic gradient,Authentic made in italy round new original,Sunglasses glasses shades gradient lens lenses,grey,metal,gradient,cateye,non-polarized,56,18,145,womens,,prescription-ready
NJ-FDAU-OSLP,Miu Miu MU01QS Rasoir Sunglasses 1AB/0A7 Black Cat-eyed Frame with Crystal Pavé Embellishment / Gray Gradient Lens.,719363475249,Miu Miu,m01QS,eRASOIR-1AB0A7,A luxurious version of the &quot,Rasoir&quot, semi-rimless black cat-eyed acetate frame with crystal pavé embellishment Metal lettering logo,sunglasses,389.99,Model: Miu Miu MU01QS Rasoir,Color: (1AB/0A7) Black Cat-eyed Frame with Crystal Pavé Embellishment / ANTHRACITE GRAY TO PALE BLUE GRADIENT LENSES.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,,miu miu,rasoir,sunglasses,MU01QS,SMU01Q E1AB F00A7,black,plastic,gradient,semi-rimless,non-polarized,50,22,145,womens
8R-6WW0-ZE45,Miu Miu MU01QS Rasoir Sunglasses 1AB/3G2 Black Cat-eyed Frame with Crystal Pavé Embellishment,719363475232,Miu Miu,m01QS,eRASOIR-1AB3G2,A luxurious version of the &quot,Rasoir&quot, semi-rimless black cat-eyed acetate frame with crystal pavé embellishment Metal lettering logo,sunglasses,349.99,Model: Miu Miu MU01QS Rasoir,Color: (1AB/3G2) Black Cat-Eyed Semi-Rimless Frame with Crystal Pavé Embellishment,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,,miu miu,rasoir,sunglasses,MU01QS,SMU01Q E1AB,black,plastic,plastic,semi-rimless,non-polarized,50,22,145,womens
Q0-XKIR-B6OP,Miu Miu MU02QS Rasoir Opaline Black w/Crystal Pavé Embellishment / Brown w/Green Gradient Lens (TV01X1),719363479100,Miu Miu,m02QS,eRASOIR-TV01X1,A luxurious version of the Rasoir semi-rimless black cat-eyed acetate frame with crystal pavé embellishment Metal lettering logo. MILITARY GREEN GRADIENT LENSES Cod. SMU02Q ETV0 F01X1,sunglasses,384.99,Model: Miu Miu MU 02QS Rasoir,Color: (TV0/1X1) Black Cat-eyed Frame with Crystal Pavé Embellishment / Brown w/Green Gradient Lens.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,rasoir rasor semi rimless swarovski crystals,sunglasses women authentic made in italy,MU02QS 02qs crystal,SMU02Q ETV0 F01X1,black,plastic,gradient,semi-rimless,non-polarized,50,22,145,womens,,
S9-9XI3-U787,Miu Miu MU02QS Rasoir Sunglasses Black Frame w/Crystal Pavé Embellishment / Green Gradient Lens 1AB/4M1,719363479094,Miu Miu,m02QS,eRASOIR-1AB4M1,A luxurious version of the Rasoir semi-rimless black cat-eyed acetate frame with crystal pavé embellishment Metal lettering logo. GREEN GRADIENT LENSES Cod. SMU02Q E1AB F04M1,sunglasses,379,Model: Miu Miu MU02QS Rasoir,Color: (1AB/4M1) Black Cat-eyed Frame with Crystal Pavé Embellishment / Green Gradient Lens.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,rasoir rasor semi rimless swarovski crystalls,sunglasses women authentic made in italy,MU01QS 01qs,SMU01Q E1AB F00A7,black,plastic,gradient,semi-rimless,non-polarized,50,22,145,womens,,
QZ-EUIA-RA22,Miu Miu MU03QS Opaque Gray Frame / Light Pink Gradient Lilac Lens (TWH/3G2),719363479117,Miu Miu,m03QS,eTWH3G2,Opaque gray acetate aviator frame with metal temples Metal lettering logo,sunglasses,279.99,Model: Miu Miu MU03QS.,Color: TWH/3G2 Opaque Gray / Light Pink Gradient Lilac Lens.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,Aviator for men women unisex girlfriend boyfriend,sunglasses women authentic made in italy,gradient lens qs03 mu03qs 03qs,SMU03Q ETWH F03G2 pilot,pink,composite,gradient,aviator,non-polarized,55,24,140,womens,,prescription-ready
TU-WXTC-JSJL,"Miu Miu MU10NS ""Noir"" forties-style Sunglasses TKD/0A7 Malt Beige Glitter frame / Gray Gradient Lens.",719363475263,Miu Miu,m10NS,eNOIR-TKD0A7,Noir forties-style malt beige glitter fabric frame with elegant antiqued metal temples engraved lettering logo. ANTHRACITE GRAY TO PALE BLUE GRADIENT LENSES,sunglasses,279.99,Model: Miu Miu MU10NS.,Color: (TKD/0A7) Malt Beige Glitter Frame / Gray Gradient Lens.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,,miu miu,tkd0a7,sunglasses,MU10ns,SMU10N ETKD F00A7,yellow,plastic,gradient,cateye,non-polarized,55,24,140,womens,,
0S-71M8-V2D4,Miu Miu MU10NS Noir forties-style Sunglasses 1AB/3M1 Black Frame / Gray Lens.,719363476673,Miu Miu,m10NS,eNOIR-1AB3M1,Noir forties-style malt beige glitter fabric frame with elegant antiqued metal temples engraved lettering logo.,sunglasses,279.99,Model: Miu Miu MU10NS.,Color: 1AB/3M1 Black Frame / Gray Lens..,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,,miu miu,tkd0a7,sunglasses,MU10ns,SMU10N ETKD F00A7,black,metal,plastic,cateye,non-polarized,55,24,140,womens,,prescription-ready
8D-HF34-SYDB,Miu Miu MU10PS Crystal Rock Sunglasses 1AB/0A7 Black / Grey Gradient Lens.,719363475256,Miu Miu,m10PS,e1AB0A7,Classic black cat-eyed frame Metal lettering logo,sunglasses,289.99,Model: Miu Miu MU10PS Crystal Rock,Color: (1AB/0A7) BLACK FRAME / ANTHRACITE GRAY TO PALE BLUE GRADIENT LENS.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,,miu miu,crystal rock,sunglasses,MU10ps,SMU10P E1AB F00A7,black,plastic,plastic,cateye,non-polarized,54,19,145,womens,,
O1-ZV9L-EUAB,Miu Miu MU11NS Culte Sunglasses 1AB/0A7 Black / Gray Gradient Lens.,719363475270,Miu Miu,m11NS,eCULTE-1AB0A7,Culte pentagonal-shaped black acetate frames– brushed gold temples-–-lettering logo. ANTHRACITE GRAY TO PALE BLUE GRADIENT LENSES,sunglasses,249.99,Model: Miu Miu MU11NS,Color: (1AB/0A7) Black / ANTHRACITE GRAY TO PALE BLUE GRADIENT LENSES.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,,miu miu,smu11n,sunglasses,MU11ns,SMU11N E1AB F00A7,black,plastic,gradient,butterfly,non-polarized,57,14,135,womens,,
CP-22CD-RT34,Miu Miu MU52QS DHE/3H2 Sunglasses Marbleized Havana Frame / Biege Gradient Lens,719363477434,Miu Miu,m52QS,eDHE3H2,Square frame with marbleized black acetate detail on top and antiqued metal temples Metal lettering logo,sunglasses,229.99,Model: Miu Miu MU52QS.,Color: DHE/3H2 Havana Frame / Biege Gradient Lens,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu,smu52QS.,sunglasses,52QS,SMU53Q EDHE F03H2,brown,metal,gradient,round,non-polarized,54,23,140,womens,,prescription-ready
00-02EO-IH9P,Miu Miu MU 01NV Phantos Women Eyeglasses Violet Frame 54mm (TIF/1O1),710377981542,Miu Miu,m01NV,eTFi,,prescription-eyewear-frames,249.99,Model: Miu Miu MU 01NV.,Lens: Demo.,Color: Violet Frame (TIF/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,women men unisex,noir mu 52nv Mu52nv,lens lenses authentic made in italy,purple,metal,plastic,butterfly,non-polarized,54,16,140,unisex-adult,,prescription-ready
EL-J6B2-4R9A,"Miu Miu MU 02OV NOIR Women Eyeglasses (Black Frame (1AB/1O1), 54)",710377986004,Miu Miu,m02OV,e1AB,,prescription-eyewear-frames,279.99,Model: Miu Miu MU 02OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale,prescription demo clear lens ophtalmic optical,for her him unisex men women 02ov,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,54,17,140,womens,Black Frame (1AB/1O1),prescription-ready
AX-5H6W-Z7VP,"Miu Miu MU 02OV NOIR Women Eyeglasses (Black Frame 1AB/1O1, 52)",710377986226,Miu Miu,m02OV,e1AB,,prescription-eyewear-frames,279.99,Model: Miu Miu MU 02OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale,prescription demo clear lens ophtalmic optical,for her him unisex men women 02ov,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,52,17,140,womens,Black Frame 1AB/1O1,prescription-ready
MD-MHGE-5X5U,"Miu Miu MU 02OV NOIR Women Eyeglasses (Brown Frame DHO/1O1, 52)",710377987353,Miu Miu,m02OV,eDHO,,prescription-eyewear-frames,279.99,Model: Miu Miu MU 02OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale,prescription demo clear lens ophtalmic optical,for her him unisex men women 02ov,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,52,17,140,womens,Brown Frame DHO/1O1,prescription-ready
7E-TAFH-DAX1,"Miu Miu MU 02OV NOIR Women Eyeglasses (Red Frame (UA4/1O1), 52)",710377988060,Miu Miu,m02OV,eUA4,,prescription-eyewear-frames,279.99,Model: Miu Miu MU 02OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale,prescription demo clear lens ophtalmic optical,for her him unisex men women 02ov,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,52,17,140,womens,Red Frame (UA4/1O1),prescription-ready
JB-ASOD-A07P,"Miu Miu MU 02OV NOIR Women Eyeglasses (Red Frame (UA4/1O1), 54)",710377985991,Miu Miu,m02OV,eUA4,,prescription-eyewear-frames,279.99,Model: Miu Miu MU 02OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale,prescription demo clear lens ophtalmic optical,for her him unisex men women 02ov,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,54,17,140,womens,Red Frame (UA4/1O1),prescription-ready
BX-GU2C-F7X1,Miu Miu MU 02OV Women Eyeglasses Brown Frame 54mm (DHO/1O1),710377982297,Miu Miu,m02OV,eDHO,,prescription-eyewear-frames,249.99,Model: Miu Miu MU 02OV.,Lens: Demo.,Color: Brown Frame.,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu55mv 04lv mu 09nv,lens lenses authentic made in italy,sale discount reading glasses,brown,composite,plastic,cateye,non-polarized,54,17,140,unisex-adult,,prescription-ready
4Q-WG1V-NQJP,Miu Miu MU 02OV Women Eyeglasses Lilac Havana Frame 54mm (UAH/1O1),710377982303,Miu Miu,m02OV,eUAH,,prescription-eyewear-frames,249.99,Model: Miu Miu MU 02OV.,Lens: Demo.,Color: Lilac Havana Frame.,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu55mv 04lv mu 09nv,lens lenses authentic made in italy,sale discount reading glasses,brown,composite,plastic,cateye,non-polarized,54,17,140,unisex-adult,,prescription-ready
NU-OM4S-BY8S,Miu Miu MU 04OV RASOIR Women Eyeglasses Black Frame 52mm (1AB/1O1),710377982310,Miu Miu,m04OV,e1AB,,prescription-eyewear-frames,279.99,Model: Miu Miu MU 04OV RASOIR.,Lens: Demo.,Color: Black Frame.,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu55mv 04lv mu 09nv rasoir rasor razor,lens lenses authentic made in italy,sale discount reading glasses,black,composite,plastic,cateye,non-polarized,52,17,140,unisex-adult,,prescription-ready
FR-1VSO-O2HW,"Miu Miu MU 05OV Crystal Pavé Embellishment Frame Women Eyeglasses (Black (1AB/1O1), 53)",710377985984,Miu Miu,m05OV,e1AB,,prescription-eyewear-frames,299.99,Model: Miu Miu MU 05OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale 05 ov,prescription demo clear lens ophtalmic optical,for her him unisex men women 05ov 06ov,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,53,17,145,womens,Black (1AB/1O1),prescription-ready
35-O852-Y2M4,"Miu Miu MU 05OV Crystal Pavé Embellishment Frame Women Eyeglasses (Havana Biege (UAF/1O1), 51 )",710377985977,Miu Miu,m05OV,eUAF,,prescription-eyewear-frames,299.99,Model: Miu Miu MU 05OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale 05 ov,prescription demo clear lens ophtalmic optical,for her him unisex men women 05ov 06ov,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,51,17,145,womens,Havana Biege (UAF/1O1),prescription-ready
2H-7TSR-4T23,"Miu Miu MU 06OV Crystal Pavé Embellishment Frame Women Eyeglasses (Black (1AB/1O1), 54)",710377985953,Miu Miu,m06OV,e1AB,,prescription-eyewear-frames,219.99,Model: Miu Miu MU 06OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale,prescription demo clear lens ophtalmic optical,for her him unisex men women,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,54,17,140,womens,Black (1AB/1O1),prescription-ready
2H-7TSS-4T23,"Miu Miu MU 06OV Crystal Pavé Embellishment Frame Women Eyeglasses (Light Havana (7S0/1O1), 52)",710377985960,Miu Miu,m06OV,e7S0,,prescription-eyewear-frames,219.99,Model: Miu Miu MU 06OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale,prescription demo clear lens ophtalmic optical,for her him unisex men women,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,52,17,140,womens,Light Havana (7S0/1O1),prescription-ready
BX-R2JD-FAYW,"Miu Miu MU 06OV Crystal Pavé Embellishment Frame Women Eyeglasses (Opal Bordeaux (TKW/1O1), 52)",710377985946,Miu Miu,m06OV,eTKW,,prescription-eyewear-frames,219.99,Model: Miu Miu MU 06OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale,prescription demo clear lens ophtalmic optical,for her him unisex men women,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,52,17,140,womens,Opal Bordeaux (TKW/1O1),prescription-ready
86-V5UE-Q5S6,Miu Miu MU 07NV Eyeglasses Black Frame w/Crystal Pavé Embellishment (1AB/1O1) 53mm,710377986349,Miu Miu,m07NV,e1AB,,prescription-eyewear-frames,299.99,Model: Miu Miu 0M U07NV.,Lens: Demo.,Color: Black Frame w/Crystal Pavé Embellishment (1AB/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv reading glasses,lens lenses authentic made in italy,crystal stones swarovski pave,Demo,composite,Demo,square,non-polarized,53,16,145,unisex-adult,,prescription-ready
5B-O21S-XHHX,Miu Miu MU 07NV Eyeglasses Black Frame w/Crystal Pavé Embellishment 55mm (1AB/1O1),710377986332,Miu Miu,m07NV,e1AB,,prescription-eyewear-frames,299.99,Model: Miu Miu 0M U07NV.,Lens: Demo.,Color: Black Frame w/Crystal Pavé Embellishment (1AB/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,crystal stones swarovski pave,Demo,composite,Demo,square,non-polarized,55,16,145,unisex-adult,,prescription-ready
JT-DU0P-01W8,"Miu Miu MU 07OV Crystal Pavé Embellishment Frame Women Eyeglasses (Black Frame, 1AB/1O1)",710377985922,Miu Miu,m07OV,e1AB,,prescription-eyewear-frames,249.99,Model: Miu Miu MU 07OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale,prescription demo clear lens ophtalmic optical,for her him unisex men women,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,52,17,140,womens,Black Frame,prescription-ready
5M-2YWQ-KB10,"Miu Miu MU 07OV Crystal Pavé Embellishment Frame Women Eyeglasses (Opal Bordeaux Frame, TKW/1O1)",710377985939,Miu Miu,m07OV,eTKW,,prescription-eyewear-frames,249.99,Model: Miu Miu MU 07OV.,Lens: Demo,"Original Miu Miu Packaging, Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,reading glasses discount sale,prescription demo clear lens ophtalmic optical,for her him unisex men women,men women Eyeglasses frame ophtalmic,Demo,Composite,Demo,cateye,non-polarized,52,17,140,womens,Opal Bordeaux Frame,prescription-ready
K7-HTHA-68FN,Miu Miu MU 08MV Eyeglasses 1AB/101 Black Frame 52mm,719363479162,Miu Miu,m08MV,e1AB,,prescription-eyewear-frames,249.99,Model: Miu Miu 0MU08MV,Lens: Demo.,Color: 1AB/101 Black Frame.,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu08mv 04lv mu 08mv,clear lens lenses authentic made in italy,,black,composite,plastic,rectangular,non-polarized,52,17,145,unisex-adult,black,prescription-ready
0S-IJMN-V6XF,Miu Miu MU 08MV Eyeglasses 2AF/1O1 Top Black On Crystal Frame 54mm,719363479179,Miu Miu,m08MV,e2AF,,prescription-eyewear-frames,249.99,Model: Miu Miu 0MU08MV,Lens: Demo.,Color: 2AF/1O1 Top Black On Crystal Frame.,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu08mv 04lv mu 08mv,clear lens lenses authentic made in italy,,black,composite,plastic,rectangular,non-polarized,54,17,145,unisex-adult,black,prescription-ready
OF-DR3E-LFV4,Miu Miu MU 09NV Rasoir Style Eyeglasses 1AB/1O1 Black Frame 50mm,719363479209,Miu Miu,m09NV,e1AB,,prescription-eyewear-frames,209.99,Model: Miu Miu 0MU09NV,Lens: Demo.,Color: 1AB/1O1 Black Frame .,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu09nv 04lv mu 09nv,lens lenses authentic made in italy,crystal stones swarovski,black,composite,plastic,round,non-polarized,50,20,140,unisex-adult,,prescription-ready
RO-DRH9-KJRS,Miu Miu MU 09NV Rasoir Style Eyeglasses UAF/1O1 Green Havana Frame 50mm,719363479223,Miu Miu,m09NV,eUAF,,prescription-eyewear-frames,209.99,Model: Miu Miu 0MU09NV,Lens: Demo.,Color: UAF/1O1 Green Havana Frame.,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu09nv 04lv mu 09nv,lens lenses authentic made in italy,crystal stones swarovski,green,composite,plastic,round,non-polarized,50,20,140,unisex-adult,,prescription-ready
EZ-PUFC-B3MT,Miu Miu MU 50LV Rasoir Women Eyeglasses Gold w/Black Frame 52mm (LAX/1O1),710377981719,Miu Miu,m50LV,eLAX,,prescription-eyewear-frames,259.99,Model: Miu Miu MU 50LV Rasoir.,Lens: Demo.,Color: Gold w/Black Frame (LAX/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,rasoir rasor original reading glasses,black,composite,plastic,cateye,non-polarized,52,17,140,unisex-adult,,prescription-ready
2V-RI1L-B9PS,Miu Miu MU 52OV Women Eyeglasses Black Frame 52mm (1AB/1O1),710377987124,Miu Miu,m52OV,e1AB,,prescription-eyewear-frames,209.99,Model: Miu Miu MU 52OV.,Lens: Demo.,Color: Black Frame (1AB/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv 52 52ov,lens lenses authentic made in italy,rasoir rasor original reading glasses,black,composite,plastic,cateye,non-polarized,52,16,140,unisex-adult,,prescription-ready
9U-VCUV-ZJ1X,Miu Miu MU 52OV Women Eyeglasses Grey Argil Frame 52mm (UET/1O1),710377987094,Miu Miu,m52OV,eUET,,prescription-eyewear-frames,209.99,Model: Miu Miu MU 52OV.,Lens: Demo.,Color: Grey Argil Frame (UET/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv 52 52ov,lens lenses authentic made in italy,rasoir rasor original reading glasses,black,composite,plastic,cateye,non-polarized,52,16,140,unisex-adult,,prescription-ready
