SKU,Product Name,Product ID,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,Frame Color,Special Features1
22-JIG5-YA7Y,Miu Miu MU 55MV Women Eyeglasses Havana Violte Frame 51mm (SL6/1O1),710377982204,Miu Miu,m55MV,eSL6,,prescription-eyewear-frames,249.99,Model: Miu Miu MU 55MV.,Lens: Demo.,Color: Havana Violte Frame 51mm (SL6/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu55mv 04lv mu 09nv,lens lenses authentic made in italy,sale discount reading glasses,brown,composite,plastic,cateye,non-polarized,51,20,140,unisex-adult,,prescription-ready
6I-9EWC-GNUL,Miu Miu MU 55MV Women Eyeglasses Yellow Havana Frame 53mm (PDK/1O1),710377980811,Miu Miu,m55MV,ePDK,,prescription-eyewear-frames,249.99,Model: Miu Miu MU 55MV.,Lens: Demo.,Color: Yellow Havana Frame 53mm (PDK/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu55mv 04lv mu 09nv,lens lenses authentic made in italy,crystal stones swarovski,brown,composite,plastic,cateye,non-polarized,53,20,140,unisex-adult,,prescription-ready
GY-APWR-74IY,Miu Miu MU04LV Cat-Eye Eyeglasses DHI/101 Top Blue / Glitter / Transparent Frame 52mm,719363479124,Miu Miu,m04LV,eDHI,,prescription-eyewear-frames,254.99,Model: Miu Miu 0MU04LV,Lens: Demo.,Color: DHI/101 Top Blue / Glitter / Transparent Frame.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,,blue,composite,plastic,cateye,non-polarized,52,17,140,unisex-adult,,prescription-ready
35-ZIYN-XZ8N,Miu Miu MU04LV Cat-Eye Women Eyeglasses Black w/Gold Frame 52mm (1AB/1O1),710377981580,Miu Miu,m04LV,e1AB,,prescription-eyewear-frames,254.99,Model: Miu Miu 0MU04LV,Lens: Demo.,Color: Black w/Gold Frame (1AB/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,reading glasses women woman,black,composite,plastic,cateye,non-polarized,52,17,140,unisex-adult,,prescription-ready
9U-FPFC-ZJHR,Miu Miu MU04LV Cat-Eye Women Eyeglasses Brown w/Gold Frame 52mm (DHO/1O1),710377988169,Miu Miu,m04LV,eDHO,,prescription-eyewear-frames,249.99,Model: Miu Miu 0MU04LV,Lens: Demo.,Color: Brown w/Gold Frame (DHO/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,reading glasses women woman,brown,composite,plastic,cateye,non-polarized,52,17,140,unisex-adult,,prescription-ready
3R-9PZQ-7RFB,Miu Miu MU04LV Cat-Eye Women Eyeglasses Havana w/Gold Frame 52mm (2AU/1O1),710377988152,Miu Miu,m04LV,e2AU,,prescription-eyewear-frames,249.99,Model: Miu Miu 0MU04LV,Lens: Demo.,Color: Havana w/Gold Frame (2AU/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,reading glasses women woman,gold,composite,plastic,cateye,non-polarized,52,17,140,unisex-adult,,prescription-ready
FD-ENEK-HN11,Miu Miu MU04LV Cat-Eye Women Eyeglasses Red Frame 52mm (UA4/1O1),710377986301,Miu Miu,m04LV,eUA4,,prescription-eyewear-frames,264.99,Model: Miu Miu 0MU04LV,Lens: Demo.,Frame Color: Red.,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,reading glasses women woman,,composite,plastic,cateye,non-polarized,52,17,140,unisex-adult,,prescription-ready
BC-DID7-5JZ7,Miu Miu MU04LV Cat-Eye Women Eyeglasses Sand Lilac Havana Frame 52mm (UBA/1O1),710377981597,Miu Miu,m04LV,eUBA,,prescription-eyewear-frames,254.99,Model: Miu Miu 0MU04LV,Lens: Demo.,Color: Sand Lilac Havana Frame (UBA/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,reading glasses women woman,black,composite,plastic,cateye,non-polarized,52,17,140,unisex-adult,,prescription-ready
R3-OL4L-AVZS,Miu Miu MU04NV Rasoir Eyeglasses DHE/1O1 White Havana Marble Frame 52mm,719363479131,Miu Miu,m04NV,eDHE,,prescription-eyewear-frames,219.99,Model: Miu Miu 0MU04NV,Lens: Demo.,Color: DHE/1O1 White Havana Marble Frame.,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,rasoir rasor original,white,composite,plastic,square,non-polarized,52,20,140,unisex-adult,,prescription-ready
1Z-4EST-EO04,Miu Miu MU04NV Rasoir Women Eyeglasses Black Frame 52mm (1AB/1O1),710377981603,Miu Miu,m04NV,e1AB,,prescription-eyewear-frames,229.99,Model: Miu Miu 0MU04NV,Lens: Demo.,Color: Black Frame (1AB/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,rasoir rasor original,black,composite,plastic,square,non-polarized,52,20,140,unisex-adult,,prescription-ready
5T-9JBP-N9OZ,Miu Miu MU07NV Eyeglasses TKW1O1 Opal Red Frame with Crystal Pavé Embellishment 55mm Authentic,719363479155,Miu Miu,m07NV,eTKW,,prescription-eyewear-frames,299.99,Model: Miu Miu 0MU07NV,Lens: Demo.,Color: Opal Red Frame with Crystal Pavé Embellishment.,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,crystal stones swarovski,red,composite,plastic,square,non-polarized,55,16,145,unisex-adult,,prescription-ready
CB-6QLT-LHIB,Miu Miu MU08NV Eyeglasses Opal Grey w/Crystal Pavé Embellishment 52mm TKY/1O1,719363479186,Miu Miu,m08NV,eTKY,,prescription-eyewear-frames,299.99,Model: Miu Miu 0MU08NV,Lens: Demo.,Color: TKY/1O1 Opal Grey Frame with Crystal Pavé Embellishment.,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,mu04lv 04lv mu 04lv,lens lenses authentic made in italy,crystal stones swarovski,grey,composite,plastic,round,non-polarized,52,17,145,unisex-adult,,prescription-ready
4X-8A5X-QSF7,Miu Miu MU51NV Noir Eyeglasses Pale Gold / Light Havana Frame 54mm (7S0/1O1),719363479247,Miu Miu,m51NV,e7S0,,prescription-eyewear-frames,249.99,Model: Miu Miu 0MU 51NV NOIR.,Lens: Demo.,Color: Pale Gold / Light Havana Frame 54mm (7S0/1O1).,"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,women men unisex,noir mu 51nv Mu51nv,lens lenses authentic made in italy,gold,metal,plastic,butterfly,non-polarized,54,17,140,unisex-adult,,prescription-ready
DB-2PV3-1GPA,Miu Miu MU51NV Noir Eyeglasses TFI/1O1 Pale Gold / Violet Transparent Frame 54mm,719363477359,Miu Miu,m51NV,eTFI,,prescription-eyewear-frames,179.99,Model: Miu Miu 0MU 51NV NOIR.,Lens: Demo.,Color: TFI/1O1 Pale Gold / Violet Transparent Frame.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,reading glasses discount sale,Eyeglasses frame ophtalmic prescription glasses,women women new collection fashion designer,noir,blue,metal,plastic,butterfly,non-polarized,54,17,140,unisex-adult,,prescription-ready
L3-0MEW-2Q0V,Miu Miu MU52NV Eyeglasses Transparent Gray Frame 51mm (ROY/1O1),719363479322,Miu Miu,m52NV,eROY,,prescription-eyewear-frames,259.99,Model: Miu Miu 0MU 52NV.,Lens: Demo.,Color: Transparent Gray Frame (TIF/1O1),"Original Miu Miu Packaging, Carton Box, Case, and Cleaning Cloth Included.",Gender: Women.,miu miu miu miu miu-miu gift for her girlfriend,Eyeglasses frame prescription ophtalmic,women men unisex,noir mu 52nv Mu52nv,lens lenses authentic made in italy,grey,metal,plastic,butterfly,non-polarized,51,24,140,unisex-adult,,prescription-ready
T2-JGRH-6WGJ,Audacieuse 1S-4BT,,Christian Dior,mAudacieuse,e1S-4BT,,sunglasses,289.99,Model: Christian Dior Audacieuse 1/S,Color: (04BT) Gold / Gray Lens,"Original Christian Dior Box, Case and Cleaning Cloth included.",Gender: Women.,,Dior,christian dior,audacieuse 1,4bt,cateyes,gold,metal,plastic,cateye,non-polarized,72,4,115,womens,,
E6-XPVS-Y7MG,Audacieuse 2S-9OE,,Christian Dior,mAudacieuse,e2S-9OE,,sunglasses,289.99,Model: Christian Dior Audacieuse 2/S.,Color: Shiny Black Pink Frame / Gray Gradient Lens (09OE).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme christian dior gift discount,christian dior,sunglasses for women 2015 glasses shades frame,Audacieuse designer fashion,gradient lens lenses authentic made in italy,grey,plastic,gradient,cateye,non-polarized,59,15,120,womens,,
F9-D9ZK-XY9Z,Audacieuse 2S-9OK,,Christian Dior,mAudacieuse,e2S-9OK,,sunglasses,269.99,Model: Christian Dior Audacieuse 2/S.,Color: (09OK) Shiny Black / Gray Gradient Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior new collection summer 2015,christian dior homme solar,audacieuse 2,Authentic made in italy round new original,Sunglasses glasses shades lens lenses,grey,composite,gradient,rectangular,non-polarized,59,15,120,womens,,
39-8MK4-HJXV,Chicago 2S-UUV,,Christian Dior,mChicago,e2S-UUV,,sunglasses,299.99,Model: Dior Chicago 2/S.,Color: Palladium Black Frame / Gray Gradient Lens (0UUV).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient discount,Sunglasses glasses frame shades,lens lenses authentic made in italy,grey,metal,gradient,aviator,non-polarized,63,11,130,unisex-adult,Gold,
JS-QULW-ZXAA,Chicago 2S-SUM-Strass,,Christian Dior,mChicago,e2S-SUM-Strass,,sunglasses,319.99,Model: Dior Chicago 2/Strass/S.,Color: Palladium Azure Frame / Gray Gradient Lens (0SUM).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient discount,Sunglasses glasses frame shades,lens lenses authentic made in italy,grey,metal,gradient,aviator,non-polarized,63,11,130,unisex-adult,Gold,
RL-B45G-0Z9S,Chicago 2S-UPU-Strass,,Christian Dior,mChicago,e2S-UPU-Strass,,sunglasses,309.99,Model: Dior Chicago 2/Strass/S.,Color: Rose Gold Cream Pink / Brown Violet Shaded Lens (0UPU).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient,Sunglasses glasses frame shades,lens lenses authentic made in italy,brown,metal,gradient,aviator,non-polarized,63,11,130,unisex-adult,Gold,
JP-26LW-GBCL,Chicago 2S-UUV-Strass,,Christian Dior,mChicago,e2S-UUV-Strass,,sunglasses,319.99,Model: Dior Chicago 2/Strass/S.,Color: Palladium Black Frame / Gray Gradient Lens (0UUV).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient discount,Sunglasses glasses frame shades,lens lenses authentic made in italy,grey,metal,gradient,aviator,non-polarized,63,11,130,unisex-adult,Gold,
FO-CCA6-3WQX,Chicago 2S-XMG,,Christian Dior,mChicago,e2S-XMG,,sunglasses,279.99,Model: Chicago 2/S.,Color Code: Gold Black Panther / Brown Gradient Lens (XMG),"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 gradient,Sunglasses glasses frame shades,lens lenses authentic made in italy,brown,metal,gradient,aviator,non-polarized,63,11,130,unisex-adult,Rose Gold,
JS-NYA3-ZZCV,Chicago 2S-N6R,,Christian Dior,mChicago,e2S-N6R,,sunglasses,279.99,Model: Dior Chicago 2/S.,Color: Light Gold Frame / Blue Multilayer Violet Lens (0N6R).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient discount,Sunglasses glasses frame shades,lens lenses authentic made in italy,multicoloured,metal,photochromatic,aviator,non-polarized,63,11,130,unisex-adult,Gold,
8R-K603-ZP42,Chicago 2S-N6E,,Christian Dior,mChicago,e2S-N6E,,sunglasses,279.99,Model: Dior Chicago 2/.,Color: Light Gold Frame / Shiny Fuchsia Multilayer Pink Lens (0N6E).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient discount,Sunglasses glasses frame shades,lens lenses authentic made in italy,multicoloured,metal,photochromatic,aviator,non-polarized,63,11,130,unisex-adult,Gold,
IB-M2YZ-TOWS,Chicago 2S-1QW,,Christian Dior,mChicago,e2S-1QW,,sunglasses,259.99,Model: Chicago 2/S.,Color: Palladium / Khaki Mirror Blue Lens (01QW).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient mirrored,Sunglasses glasses frame shades,lens lenses authentic made in italy,blue,metal,mirrored,aviator,non-polarized,63,11,130,unisex-adult,Rose Gold,
MY-N11N-FCA9,Chicago 2S-UPU,,Christian Dior,mChicago,e2S-UPU,,sunglasses,222,Model: Dior Chicago 2/S.,Color: Rose Gold Cream Pink / Brown Violet Shaded Lens (0UPU).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient,Sunglasses glasses frame shades,lens lenses authentic made in italy,brown,metal,gradient,aviator,non-polarized,63,11,130,unisex-adult,Gold,
OQ-MC42-8391,Chicago 2S-UPX,,Christian Dior,mChicago,e2S-UPX,,sunglasses,279.99,Model: Chicago 2/S.,Color Code: UPX Rose Gold Brown Orange / Brown Gradient Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy,Dior homme christian dior gift discount,Aviator for men women unisex girlfriend boyfriend,Chicago 2 aviator sunglasses,made in italy gradient new sale,Sunglasses glasses shades lens lenses,brown,metal,gradient,aviator,non-polarized,63,11,130,unisex-adult,Rose Gold,
3Y-Y9LV-AGLV,Chicago 2S-SUL-Strass,,Christian Dior,mChicago,e2S-SUL-Strass,,sunglasses,274.99,Model: Dior Chicago 2/Strass/S,Color: (0SUL) Gold Soft Pink White / Brown Gradient Lens,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient,Sunglasses glasses frame shades,lens lenses authentic made in italy,brown,metal,gradient,aviator,non-polarized,63,11,130,unisex-adult,Gold,
04-PU7D-1NLQ,Chicago 2S-UPX-Strass,,Christian Dior,mChicago,e2S-UPX-Strass,,sunglasses,309.99,Model: Chicago 2/S/Strass.,Color: (0UPX) Rose Gold/Brown / Brown Gradient Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient,Sunglasses glasses frame shades,lens lenses authentic made in italy,brown,metal,gradient,aviator,non-polarized,63,11,130,unisex-adult,Rose Gold,
SO-RQ5D-0EOT,Chicago 2S-SUT,,Christian Dior,mChicago,E2S-SUT-Strass,,sunglasses,309.99,Model: Dior Chicago 2/Strass/S.,Color: (0SUT) Gold Soft Light Brown / Brown Gradient Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,Chicago 2 strass gradient,Sunglasses glasses frame shades,lens lenses authentic made in italy,brown,metal,gradient,aviator,non-polarized,63,11,130,unisex-adult,Gold,
EO-SJTZ-NWN7,Chromatic 1S-6LW,,Christian Dior,mChromatic,e1S-6LW,,sunglasses,219.99,Model: Chromatic 1/S,Color: Matte Black Blue / Gray Gradient lens (06LW).,"Original Christian Dior Box, Case and Cleaning Cloth included.",New Dior Collection.,,Christian Dior,chromatic,1/S,women,Sunglasses,grey,metal,plastic,cateye,non-polarized,56,16,135,unisex-adult,Black,prescription-ready
58-ILBY-DHIJ,Chromatic 1S-6LY,,Christian Dior,mChromatic,e1S-6LY,,sunglasses,224.99,Model: Chromatic 1/S.,Color: (06LY) Havana Matte Red / Brown Gradient lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Christian Dior,chromatic,1/S,women,Sunglasses,brown,plastic,plastic,cateye,non-polarized,56,16,135,unisex-adult,,prescription-ready
5F-HECY-GOB1,Chromatic 1S-MOU,,Christian Dior,mChromatic,e1S-MOU,,sunglasses,234.99,Model: Chromatic 1/S,Color: Gray Coral / Brown Gradient lens (06MA).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Style: CatEyes,Christian Dior,chromatic,1/S,women,Sunglasses,brown,plastic,plastic,cateye,non-polarized,56,16,135,unisex-adult,,prescription-ready
UU-MXJE-06WN,Decale 1S-BQA,,Christian Dior,mDecale,e1S-BQA,,sunglasses,254.99,Model: Christian Dior Decale 1/S.,Color: Burgundy Green Frame / Brown Gradient Lens (0BQA).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Women.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,decale gradient discount,Sunglasses glasses frame shades,lens lenses authentic made in italy,green,plastic,gradient,round,non-polarized,51,21,145,unisex-adult,Gold,prescription-ready
FV-I93B-7KJQ,Decale 2S-BQ9,,Christian Dior,mDecale,e2S-BQ9,,sunglasses,254.99,Model: Christian Dior Decale 2/S.,Color: Shiny Black Frame / Gray Gradient Lens (0BQ9).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Women.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,decale gradient discount,Sunglasses glasses frame shades,lens lenses authentic made in italy,black,composite,gradient,rectangular,non-polarized,53,17,145,unisex-adult,Gold,prescription-ready
B5-TPEX-2BLB,Decale 2S-BRK,,Christian Dior,mDecale,e2S-BRK,,sunglasses,254.99,Model: Christian Dior Decale 2/S.,Color: White Blue Frame / Blue Avio Lens (0BRK).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Made in Italy.,Gender: Women.,Dior homme christian dior gift,Aviator for men women unisex girlfriend boyfriend,decale gradient discount,Sunglasses glasses frame shades,lens lenses authentic made in italy,black,composite,glass,rectangular,non-polarized,53,17,145,unisex-adult,Gold,prescription-ready
G9-ETLG-DQOH,Envol 1S-LZO,,Christian Dior,mEnvol,e1S-LZO,,sunglasses,239.99,Model: Dior Envol 1/S.,Color: (0LZO) Black Gold Violet Yellow Frame / Dark Gray lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,dior envol sunglasses for woman women her gift,christian dior homme,sunglasses women new collection style,Authentic made in italy round,Sunglasses glasses shades gradient lens lenses,black,plastic,gradient,round,non-polarized,55,17,145,womens,,
DE-9WTS-LDHA,Envol 1S-LZT,,Christian Dior,mEnvol,e1S-LZT,,sunglasses,274.99,Model: Dior Envol 1/S.,Color: Havana Pink Blush Orange Frame / Brown Lens (0LZT).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,dior envol sunglasses for woman women her gift,christian dior homme,sunglasses women new collection style,Authentic made in italy round,Sunglasses glasses shades gradient lens lenses,black,composite,glass,round,non-polarized,55,17,145,womens,,prescription
CB-HDIL-L6WP,Ever 1S-PD28,,Christian Dior,mEver,e1S-PD28,,sunglasses,249.99,Model: Ever,Color Code: (0BSW) Blue Gold w/ Grey Gradient Lens.,"Original Christian Dior Box, Case, Soft Case and Cleaning Cloth included",Gradient Lens,Made in Italy,Dior Ever,Gradient Lenses,Gold Frame,Aviator,Women,gold,metal,plastic,oval,non-polarized,58,17,135,womens,Blue,
WL-O06K-SU79,Extase 1S-QSH,,Christian Dior,mExtase,e1S-QSH,,sunglasses,229.99,Model: Dior Extase 1/S,Color: (0QSH) Olive Ose Gold / Brown Gradient lens,"Original Dior Box, Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme,christian dior,Dior Extase 1/S,extase,Sunglasses,gold,plastic,plastic,rectangular,non-polarized,58,17,140,womens,,
V4-B6WB-MP5J,Extase 2S-KWD,,Christian Dior,mExtase,e2S-KWD,,sunglasses,209.99,Model: Dior Extase 2/S.,Color: (0KWD) Transparent Red / Mauve Gradient lens.,"Original Dior Box, Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme,christian dior,Dior Extase 2/S,extase,Sunglasses,red,plastic,plastic,rectangular,non-polarized,56,17,140,womens,,
M2-EVNC-IMZK,Extase 2S-KWA,,Christian Dior,mExtase,e2S-KWA,,sunglasses,229.99,Model: Dior Extase 2/S,Color: (0KWA) Ivory Powder Beige / Brown Silver lens,"Original Dior Box, Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme,christian dior,Dior Extase 2/S,extase,Sunglasses,brown,plastic,plastic,rectangular,non-polarized,56,17,140,womens,,
2R-3E0Q-R7F3,Eyes 1S-3FO,,Christian Dior,mEyes,e1S-3FO,,sunglasses,324.99,Model: Dior Eyes 1/S,Color: (03FO) Rose Gold Ivory / Brown Gradient lens.,"Original Dior Box, Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme,christian dior,Dior Eyes 1/S,cateye,Sunglasses,brown,metal,gradient,cateye,non-polarized,60,17,135,womens,,
GU-NQIE-NCCL,Eyes 1S-3GE,,Christian Dior,mEyes,e1S-3GE,,sunglasses,324.99,Model: Dior Eyes 1/S,Color: (03GE) Rose Gold Shiny Pink / Gray Gradient lens.,"Original Dior Box, Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme,christian dior,Dior Eyes 1/S,cateye,Sunglasses,gold,metal,gradient,cateye,non-polarized,60,17,135,womens,,
V8-ZOLZ-6MNK,Graphic 388,,Christian Dior,mGraphic,e388,,sunglasses,294.99,Model: Dior Graphic.,Color: Black Blue Green Frame / Green w/Blue Lens (0388).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior graphic,christian dior homme,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,gold,metal,plastic,rectangular,non-polarized,55,15,145,womens,,prescription-ready
UM-5MD2-WUZF,Graphic 389,,Christian Dior,mGraphic,e389,,sunglasses,289.99,Model: Dior Graphic.,Color: Black Pink White Frame / Gray Silver Lens (0389).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior graphic,christian dior homme,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,gold,metal,plastic,rectangular,non-polarized,55,15,145,womens,,prescription-ready
O4-DXBE-YSKF,Graphic 398,,Christian Dior,mGraphic,e398,,sunglasses,289.99,Model: Dior Graphic.,Color: Blush White Orange Frame / Blue Lens (0398).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior graphic,christian dior homme,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,blue,metal,plastic,rectangular,non-polarized,55,15,145,womens,,prescription-ready
2A-AO6W-1HAT,Graphic 3C4,,Christian Dior,mGraphic,e3C4,,sunglasses,289.99,Model: Dior Graphic.,Color: Havana Plum Pink Frame / Gray Silver Lens (03C4).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,dior round sunglasses for woman women her gift,christian dior homme,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,pink,metal,glass,rectangular,non-polarized,55,15,145,womens,,prescription-ready
GC-A1UR-XI6H,Graphic 39C,,Christian Dior,mGraphic,e39C,"With their destructured pantos shape, the Dior So Electric sunglasses show ally sophisticated architectural lines with a fashion flair.",sunglasses,289.99,Model: Dior Graphic.,Color: Khaki White Frame / Gray w/Rose Gold Lens (039C).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior graphic,christian dior homme,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,gold,metal,plastic,rectangular,non-polarized,55,15,145,womens,,prescription-ready
N5-HKDU-IP79,IFIC 1NS-3B8,,Christian Dior,mIFIC,e1NS-3B8,,sunglasses,289,Model: Diorific 1/N/S New Collection.,Color: Black Gold White Frame / Gray Lens (03B8).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,dior round sunglasses for woman women her gift,christian dior homme ific2 ific 2,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,pink,composite,glass,round,non-polarized,57,18,145,womens,,prescription-ready
