SKU,Product Name,Product Id,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,FrameColor,Special Features1
M2-M0AT-IZAW,Ray-Ban RX7056 2000 Unisex Eyeglasses Shiny Black Frame 55mm,,Ray-Ban,mRX7056,e2000,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Shiny Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,rectangular,non-polarized,55,17,145,unisex-adult,Black,prescription-ready
48-HR6L-XOS5,Ray-Ban RX7056 2012 Unisex Eyeglasses Shiny Havana Frame 53mm,,Ray-Ban,mRX7056,e2012,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Shiny Havana Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,plastic,plastic,rectangular,non-polarized,53,17,145,unisex-adult,,prescription-ready
7A-49YY-TL65,Ray-Ban RX7056 2012 Unisex Eyeglasses Shiny Havana Frame 55mm,,Ray-Ban,mRX7056,e2012,,prescription-eyewear-frames,129.99,Gender: Unisex.,Frame Color: Shiny Havana Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,plastic,plastic,rectangular,non-polarized,55,17,145,unisex-adult,,prescription-ready
UJ-7X0K-DDUK,Ray-Ban RX7056 5418 Unisex Eyeglasses Shiny Grey Frame 53mm,,Ray-Ban,mRX7056,e5418,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Shiny Grey Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,grey,plastic,plastic,rectangular,non-polarized,53,17,145,unisex-adult,Grey,prescription-ready
QE-CA7R-HSIG,Ray-Ban RX7056 5418 Unisex Eyeglasses Shiny Grey Frame 55mm,,Ray-Ban,mRX7056,e5418,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Shiny Grey Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,grey,plastic,plastic,rectangular,non-polarized,55,17,145,unisex-adult,Grey,prescription-ready
7P-VVB7-04Q2,Ray-Ban RX7062 2077 Metal Eyeglasses Matte Black Frame 55mm,,Ray-Ban,mRX7062,e2077,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Matte Black Frame.,"Original Ray-Ban Packaging, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses 7062 rb rx,Eyeglasses frame ophtalmic prescription,Authentic made in italy round women,prescription demo clear lens ophtalmic optical,black,metal,demo,Rectangular,non-polarized,55,18,145,unisex-adult,Black,prescription-ready
C8-KT0O-266C,"Ray-Ban RX7062 Rectangle Unisex Eyeglasses (Black on Green Frame 5197, 53)",,Ray-Ban,mRX7062,e5197,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7062,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,53,18,145,unisex-adult,Green,prescription-ready
GY-CFE4-7F4R,"Ray-Ban RX7062 Rectangle Unisex Eyeglasses (Black on Green Frame 5197, 55)",,Ray-Ban,mRX7062,e5197,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7062,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,55,18,145,unisex-adult,Green,prescription-ready
C8-KT0P-266C,"Ray-Ban RX7062 Rectangle Unisex Eyeglasses (Matte Black Frame 2077, 53)",,Ray-Ban,mRX7062,e2077,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7062,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,53,18,145,unisex-adult,Black,prescription-ready
LO-41R9-CO36,"Ray-Ban RX7062 Rectangle Unisex Eyeglasses (Matte Black Frame 2077, 55)",,Ray-Ban,mRX7062,e2077,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7062,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,55,18,145,unisex-adult,Black,prescription-ready
QE-VO4N-HX1K,"Ray-Ban RX7062 Rectangle Unisex Eyeglasses (Matte Havana Frame 5200, 53)",,Ray-Ban,mRX7062,e5200,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7062,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,53,18,145,unisex-adult,Matte Havana Frame 5200,prescription-ready
2R-1KA3-RO9J,"Ray-Ban RX7062 Rectangle Unisex Eyeglasses (Matte Havana Frame 5200, 55)",,Ray-Ban,mRX7062,e5200,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7062,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,55,18,145,unisex-adult,Matte Havana Frame 5200,prescription-ready
H1-IA42-R0LG,"Ray-Ban RX7066 Unisex Square Eyeglasses (Shiny Black Frame 2000, 52)",,Ray-Ban,mRX7066,e2000,,prescription-eyewear-frames,104.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7066,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,52,17,140,unisex-adult,Black,prescription-ready
86-ZM80-Q6AJ,"Ray-Ban RX7066 Unisex Square Eyeglasses (Shiny Black Frame 2000, 54)",,Ray-Ban,mRX7066,e2000,,prescription-eyewear-frames,104.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7066,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,17,140,unisex-adult,Black,prescription-ready
HN-IUYM-0O7D,"Ray-Ban RX7066 Unisex Square Eyeglasses (Shiny Havana Frame 5577, 52)",,Ray-Ban,mRX7066,e5577,,prescription-eyewear-frames,104.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7066,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,52,17,140,unisex-adult,Shiny Havana Frame 5577,prescription-ready
2V-7F04-B9Q8,"Ray-Ban RX7066 Unisex Square Eyeglasses (Shiny Havana Frame 5577, 54)",,Ray-Ban,mRX7066,e5577,,prescription-eyewear-frames,104.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7066,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,17,140,unisex-adult,Shiny Havana Frame 5577,prescription-ready
0S-60WG-VHJ7,"Ray-Ban RX7073 Round Unisex Eyeglasses (Dark Havana 2012, 49)",,Ray-Ban,mRX7073,e2012,,prescription-eyewear-frames,144.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7073,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,49,21,140,unisex-adult,brown,prescription-ready
A9-P9N0-5ZG0,"Ray-Ban RX7073 Round Unisex Eyeglasses (Shiny Black Frame 2000, 47)",,Ray-Ban,mRX7073,e2000,,prescription-eyewear-frames,144.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7073,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,47,21,140,unisex-adult,Black,prescription-ready
A9-P9N2-5ZG0,"Ray-Ban RX7073 Round Unisex Eyeglasses (Shiny Black Frame 2000, 49)",,Ray-Ban,mRX7073,e2000,,prescription-eyewear-frames,144.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7073,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,49,21,140,unisex-adult,Black,prescription-ready
LO-MWO8-CO36,"Ray-Ban RX7088 Round Unisex Eyeglasses (Matte Black Frame 2077, 52)",,Ray-Ban,mRX7088,e2077,,prescription-eyewear-frames,159.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7088,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,52,18,140,unisex-adult,Black,prescription-ready
GY-VAB0-7F4R,"Ray-Ban RX7088 Round Unisex Eyeglasses (Matte Black Frame 2077, 54)",,Ray-Ban,mRX7088,e2077,,prescription-eyewear-frames,159.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7088,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,54,18,140,unisex-adult,Black,prescription-ready
2R-KF6Z-RO9J,"Ray-Ban RX7088 Round Unisex Eyeglasses (Shiny Black Frame 2000, 52)",,Ray-Ban,mRX7088,e2000,,prescription-eyewear-frames,159.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7088,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,52,18,140,unisex-adult,Black,prescription-ready
C8-3NXI-266D,"Ray-Ban RX7088 Round Unisex Eyeglasses (Shiny Black Frame 2000, 54)",,Ray-Ban,mRX7088,e2000,,prescription-eyewear-frames,159.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7088,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,54,18,140,unisex-adult,Black,prescription-ready
7H-C1K9-WX7Y,"Ray-Ban RX7088 Round Unisex Eyeglasses (Shiny Havana 2012, 52)",,Ray-Ban,mRX7088,e2012,,prescription-eyewear-frames,159.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7088,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,52,18,140,unisex-adult,Shiny Havana 2012,prescription-ready
LO-MWOD-CO36,"Ray-Ban RX7088 Round Unisex Eyeglasses (Shiny Havana 2012, 54)",,Ray-Ban,mRX7088,e2012,,prescription-eyewear-frames,159.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7088,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,54,18,140,unisex-adult,Shiny Havana 2012,prescription-ready
SR-NWYC-K7ZZ,Ray-Ban RX8411 2509 Unisex Eyeglasses Carbon Fibre Shiny Black Frame 54mm,,Ray-Ban,mRX8411,e2509,,prescription-eyewear-frames,189.99,Gender: Unisex.,Frame Color: Carbon Fibre Shiny Black Frame.,"Original Ray Ban Packaging, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,rectangular,non-polarized,54,17,140,unisex-adult,Black,prescription-ready
GC-YNBQ-XFZN,Ray-Ban RX8411 2620 Unisex Eyeglasses Carbon Fibre Gunmetal Frame 54mm,,Ray-Ban,mRX8411,e2620,,prescription-eyewear-frames,189.99,Gender: Unisex.,Frame Color: Carbon Fibre Gunmetal Frame.,"Original Ray Ban Packaging, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,rectangular,non-polarized,54,17,140,unisex-adult,silver,prescription-ready
HU-53NG-3L1F,Ray-Ban RX8411 2714 Unisex Eyeglasses Carbon Fibre Matte Gunmetal Frame 54mm,,Ray-Ban,mRX8411,e2714,,prescription-eyewear-frames,194.99,Gender: Unisex.,Frame Color: Carbon Fibre Matte Gunmetal Frame.,"Original Ray Ban Packaging, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,rectangular,non-polarized,54,17,140,unisex-adult,silver,prescription-ready
FD-3MN4-HJYX,Ray-Ban RX8415 2503 Eyeglasses Carbon Fibre Matte Black Frame 53mm,,Ray-Ban,mRX8415,e2503,,prescription-eyewear-frames,179.99,Gender: Unisex.,Frame Color: Matte Black.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,rectangular,non-polarized,53,17,145,unisex-adult,Black,prescription-ready
K0-V9T5-36MS,Ray-Ban RX8415 2503 Eyeglasses Carbon Fibre Matte Black Frame 55mm,,Ray-Ban,mRX8415,e2503,,prescription-eyewear-frames,179.99,Gender: Unisex.,Frame Color: Matte Black.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,rectangular,non-polarized,55,17,145,unisex-adult,Black,prescription-ready
86-3JTZ-Q28S,Ray-Ban RX8415 2538 Eyeglasses Carbon Fibre Matte Gunmetal Frame 53mm,,Ray-Ban,mRX8415,e2538,,prescription-eyewear-frames,179.99,Gender: Unisex.,Frame Color: Carbon Fibre Matte Gunmetal Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,composite,rectangular,non-polarized,53,17,145,unisex-adult,silver,prescription-ready
1S-NHP5-BGD6,Ray-Ban RX8415 2538 Eyeglasses Carbon Fibre Matte Gunmetal Frame 55mm,,Ray-Ban,mRX8415,e2538,,prescription-eyewear-frames,179.99,Gender: Unisex.,Frame Color: Carbon Fibre Matte Gunmetal Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,rectangular,non-polarized,55,17,145,unisex-adult,silver,prescription-ready
C8-DIGG-21VW,Ray-Ban RX8415 2538 Eyeglasses Tech Carbon Fibre Matte Black Frame 55mm,,Ray-Ban,mRX8415,e2538,,prescription-eyewear-frames,179.99,Gender: Unisex.,Frame Color: Carbon Fibre Matte Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,composite,rectangular,non-polarized,55,17,145,unisex-adult,Black,prescription-ready
F6-43LC-EELP,Ray-Ban RX8415 2848 Eyeglasses Carbon Fibre Matte Black Frame 53mm,,Ray-Ban,mRX8415,e2848,,prescription-eyewear-frames,179.99,Gender: Unisex.,Frame Color: Carbon Fibre Matte Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,rectangular,non-polarized,53,17,145,unisex-adult,Black,prescription-ready
0B-WAT2-5BO8,Ray-Ban RX8415 2848 Eyeglasses Carbon Fibre Matte Black Frame 55mm,,Ray-Ban,mRX8415,e2848,,prescription-eyewear-frames,179.99,Gender: Unisex.,Frame Color: Carbon Fibre Matte Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,rectangular,non-polarized,55,17,145,unisex-adult,Black,prescription-ready
IM-QQ1L-GS1N,"Ray-Ban RX8415 Carbon Fibre Unisex Eyeglasses (Blue on Gunmetal Frame 2881, 53)",,Ray-Ban,mRX8415,e2881,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8415 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,Blue,prescription-ready
NC-ICEY-M102,"Ray-Ban RX8415 Carbon Fibre Unisex Eyeglasses (Brown on Gunmetal Frame 2862, 53)",,Ray-Ban,mRX8415,e2862,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8415 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,Brown,prescription-ready
IM-QQ1T-GS1N,"Ray-Ban RX8415 Carbon Fibre Unisex Eyeglasses (Brown on Gunmetal Frame 2862, 55)",,Ray-Ban,mRX8415,e2862,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8415 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,55,17,145,unisex-adult,Brown,prescription-ready
NC-ICF1-M102,"Ray-Ban RX8415 Carbon Fibre Unisex Eyeglasses (Matte Gunmetal Frame 2620, 53)",,Ray-Ban,mRX8415,e2620,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8415 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,silver,prescription-ready
NC-ICF0-M102,"Ray-Ban RX8415 Carbon Fibre Unisex Eyeglasses (Shiny Black Frame 2861, 53)",,Ray-Ban,mRX8415,e2861,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8415 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,Black,prescription-ready
DW-Z3OF-BJ38,"Ray-Ban RX8415 Carbon Fibre Unisex Eyeglasses (Shiny Black Frame 2861, 55)",,Ray-Ban,mRX8415,e2861,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8415 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,55,17,145,unisex-adult,Black,prescription-ready
1E-81VF-5558,"Ray-Ban RX8901 Carbon Fibre Unisex Eyeglasses (Black Grey Frame 5610, 53)",,Ray-Ban,mRX8901,e5610,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8901 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,Black,prescription-ready
64-ZO8T-AE3M,"Ray-Ban RX8901 Carbon Fibre Unisex Eyeglasses (Blue Frame 5262, 53)",,Ray-Ban,mRX8901,e5262,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8901 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,Blue,prescription-ready
64-ZO92-AE3M,"Ray-Ban RX8901 Carbon Fibre Unisex Eyeglasses (Blue Frame 5262, 55)",,Ray-Ban,mRX8901,e5262,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8901 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,55,17,145,unisex-adult,Blue,prescription-ready
P0-25QG-VDXA,"Ray-Ban RX8901 Carbon Fibre Unisex Eyeglasses (Blue Grey Frame 5611, 53)",,Ray-Ban,mRX8901,e5611,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8901 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,Blue,prescription-ready
FK-IWZL-KW0G,"Ray-Ban RX8901 Carbon Fibre Unisex Eyeglasses (Blue Grey Frame 5611, 55)",,Ray-Ban,mRX8901,e5611,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8901 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,55,17,145,unisex-adult,Blue,prescription-ready
FK-IWZM-KW0G,"Ray-Ban RX8901 Carbon Fibre Unisex Eyeglasses (Brown Frame 5612, 53)",,Ray-Ban,mRX8901,e5612,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8901 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,Brown,prescription-ready
1E-81VJ-5558,"Ray-Ban RX8901 Carbon Fibre Unisex Eyeglasses (Brown Frame 5612, 55)",,Ray-Ban,mRX8901,e5612,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8901 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,55,17,145,unisex-adult,Brown,prescription-ready
P0-25Q6-VDXA,"Ray-Ban RX8901 Carbon Fibre Unisex Eyeglasses (Gunmetal Grey Frame 5244, 53)",,Ray-Ban,mRX8901,e5244,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8901 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,silver,prescription-ready
KA-AJD1-Q4YV,"Ray-Ban RX8901 Carbon Fibre Unisex Eyeglasses (Gunmetal Grey Frame 5244, 55)",,Ray-Ban,mRX8901,e5244,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 8901 carbon fibre titanium,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,carbon fibre,Demo,Rectangular,non-polarized,55,17,145,unisex-adult,silver,prescription-ready
