SKU,Product Name,Product Id,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,FrameColor,Special Features1
SY-34DQ-NMV2,Ray-Ban RX6295 2804 Clubmaster Eyeglasses Metal Brushed Black Frame 51mm,,Ray-Ban,mRX6295,e2804,,prescription-eyewear-frames,169.99,Gender: Unisex.,Frame Color: Metal Brushed Black.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,square,non-polarized,51,21,145,unisex-adult,Black,prescription-ready
07-3DOX-LTIC,"Ray-Ban RX6295 Clubmaster Unisex Eyeglasses (Brushed Gunmetal 2808, 49)",,Ray-Ban,mRX6295,e2808,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6295 clubmaster,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,clubmaster,non-polarized,49,21,140,unisex-adult,silver,prescription-ready
4X-V02B-R2GQ,"Ray-Ban RX6295 Clubmaster Unisex Eyeglasses (Brushed Gunmetal 2808, 51)",,Ray-Ban,mRX6295,e2808,,prescription-eyewear-frames,179.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6295 clubmaster,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,clubmaster,non-polarized,51,21,140,unisex-adult,silver,prescription-ready
JW-6XGV-JPQC,"Ray-Ban RX6317 Metal Clubmaster Unisex Eyeglasses (Black, Gold Frame 2833, 51)",,Ray-Ban,mRX6317,e2833,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift women,reading glasses discount sale 6317,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,metal,Demo,clubmaster,non-polarized,51,20,145,unisex-adult,Gold,prescription-ready
1E-CQUK-55NK,"Ray-Ban RX6317 Metal Clubmaster Unisex Eyeglasses (Black, Silver Frame 2832, 49)",,Ray-Ban,mRX6317,e2832,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift women,reading glasses discount sale 6317,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,metal,Demo,clubmaster,non-polarized,49,20,145,unisex-adult,Silver,prescription-ready
AN-9U5Q-CFOY,"Ray-Ban RX6317 Metal Clubmaster Unisex Eyeglasses (Black, Silver Frame 2832, 51)",,Ray-Ban,mRX6317,e2832,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift women,reading glasses discount sale 6317,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,metal,Demo,clubmaster,non-polarized,51,20,145,unisex-adult,Silver,prescription-ready
AQ-Q7TG-W1MP,"Ray-Ban RX6331 Metal Semi-rimless Unisex Eyeglasses (Black, Blue Frame 2503, 52)",,Ray-Ban,mRX6331,e2503,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift women,reading glasses discount sale 6331 semirimless,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,metal,Demo,semi-rimless,non-polarized,52,19,145,unisex-adult,Blue,prescription-ready
1H-T4ID-ORLB,"Ray-Ban RX6331 Metal Semi-rimless Unisex Eyeglasses (Black, Blue Frame 2503, 54)",,Ray-Ban,mRX6331,e2503,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift women,reading glasses discount sale 6331 semirimless,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,metal,Demo,semi-rimless,non-polarized,54,19,145,unisex-adult,Blue,prescription-ready
FD-ORH3-HONE,"Ray-Ban RX6331 Metal Semi-rimless Unisex Eyeglasses (Gunmatel, Black Frame 2620, 54)",,Ray-Ban,mRX6331,e2620,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift women,reading glasses discount sale 6331 semirimless,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,metal,Demo,semi-rimless,non-polarized,54,19,145,unisex-adult,Black,prescription-ready
13-VAFG-IAWC,"Ray-Ban RX6335 Unisex Metal Eyeglasses ( Dark Matte Brown Frame 2758 , 54)",,Ray-Ban,mRX6335,e2758,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6335,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Brown,prescription-ready
5T-MWSP-NJUR,"Ray-Ban RX6335 Unisex Metal Eyeglasses ( Matte Black Frame 2503, 56)",,Ray-Ban,mRX6335,e2503,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6335,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Black,prescription-ready
F9-65JF-Y1RL,"Ray-Ban RX6335 Unisex Metal Eyeglasses ( Matte Gunmetal Frame 2855 , 54)",,Ray-Ban,mRX6335,e2855,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6335,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,silver,prescription-ready
HQ-OW4Z-KA53,"Ray-Ban RX6335 Unisex Metal Eyeglasses (Dark Matte Brown Frame 2758, 56)",,Ray-Ban,mRX6335,e2758,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6335,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Brown,prescription-ready
HQ-OW51-KA53,"Ray-Ban RX6335 Unisex Metal Eyeglasses (Matte Black Frame 2503, 54)",,Ray-Ban,mRX6335,e2503,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6335,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Black,prescription-ready
HQ-OW4Y-KA53,"Ray-Ban RX6335 Unisex Metal Eyeglasses (Matte Gunmetal Frame 2855, 56)",,Ray-Ban,mRX6335,e2855,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6335,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,silver,prescription-ready
0L-FL9W-S997,"Ray-Ban RX6335 Unisex Metal Eyeglasses (Matte Red Frame 2620, 54)",,Ray-Ban,mRX6335,e2620,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6335,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Red,prescription-ready
O8-9P4I-II19,"Ray-Ban RX6335 Unisex Metal Eyeglasses (Matte Red Frame 2620, 56)",,Ray-Ban,mRX6335,e2620,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6335,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Red,prescription-ready
IX-KU51-3MD3,"Ray-Ban RX6344 Unisex Metal Eyeglasses (Black on Silver Frame 2861 , 56)",,Ray-Ban,mRX6344,e2861,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6344,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,56,17,140,unisex-adult,silver,prescription-ready
07-AUO9-LTIC,"Ray-Ban RX6344 Unisex Metal Eyeglasses (Black on Silver Frame 2861, 54)",,Ray-Ban,mRX6344,e2861,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6344,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,54,17,140,unisex-adult,silver,prescription-ready
6B-SMER-DLHX,"Ray-Ban RX6344 Unisex Metal Eyeglasses (Brushed Dark Blue Gunmatel Frame 2863, 54)",,Ray-Ban,mRX6344,e2863,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6344,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,54,17,140,unisex-adult,Blue,prescription-ready
Q3-CRJC-V2R7,"Ray-Ban RX6344 Unisex Metal Eyeglasses (Brushed Dark Blue Gunmatel Frame 2863, 56)",,Ray-Ban,mRX6344,e2863,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6344,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,56,17,140,unisex-adult,Blue,prescription-ready
6B-SMES-DLHX,"Ray-Ban RX6344 Unisex Metal Eyeglasses (Brushed Dark Brown Gunmetal Frame 2862, 56)",,Ray-Ban,mRX6344,e2862,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6344,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,56,17,140,unisex-adult,silver,prescription-ready
J4-DC5N-6TBZ,"Ray-Ban RX6344 Unisex Metal Eyeglasses (Brushed Gunmetal Frame 2553, 54)",,Ray-Ban,mRX6344,e2553,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6344,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,54,17,140,unisex-adult,silver,prescription-ready
J4-DC5J-6TBZ,"Ray-Ban RX6344 Unisex Metal Eyeglasses (Brushed Gunmetal Frame 2553, 56)",,Ray-Ban,mRX6344,e2553,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 6344,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,metal,Demo,Rectangular,non-polarized,56,17,140,unisex-adult,silver,prescription-ready
CB-WHPG-LNXO,Ray-Ban RX6346 2553 Unisex Eyeglasses Metal Brushed Gunmetal Frame 50mm,,Ray-Ban,mRX6346,e2553,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Brushed Gunmetal.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,square,non-polarized,50,19,140,unisex-adult,silver,prescription-ready
MY-FXJR-FGQB,Ray-Ban RX6346 2553 Unisex Eyeglasses Metal Brushed Gunmetal Frame 52mm,,Ray-Ban,mRX6346,e2553,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Brushed Gunmetal.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,square,non-polarized,52,19,145,unisex-adult,silver,prescription-ready
R6-MY69-UO8U,Ray-Ban RX6346 2861 Eyeglasses Metal Top Black on Silver Frame 50mm,,Ray-Ban,mRX6346,e2861,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Top Black on Silver Metal Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,square,non-polarized,50,19,140,unisex-adult,silver,prescription-ready
RS-GGG4-4BZD,Ray-Ban RX6346 2861 Eyeglasses Metal Top Black on Silver Frame 52mm,,Ray-Ban,mRX6346,e2861,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Top Black on Silver Metal Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,square,non-polarized,52,19,140,unisex-adult,silver,prescription-ready
R3-05SX-B2F8,Ray-Ban RX6346 2862 Eyeglasses Metal Top Brushed Dark Brown on Gunmetal Frame 50mm,,Ray-Ban,mRX6346,e2862,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Top Brushed Dark Brown on Gunmetal Metal Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,metal,plastic,square,non-polarized,50,19,140,unisex-adult,silver,prescription-ready
CP-XU4R-S3BR,Ray-Ban RX6346 2862 Eyeglasses Metal Top Brushed Dark Brown on Gunmetal Frame 52mm,,Ray-Ban,mRX6346,e2862,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Top Brushed Dark Brown on Gunmetal Metal Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,metal,plastic,square,non-polarized,52,19,145,unisex-adult,silver,prescription-ready
GN-K5TO-KJNG,Ray-Ban RX6346 2872 Eyeglasses Top Brushed Dark Blue on Gold Metal Frame 50mm,,Ray-Ban,mRX6346,e2872,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Top Brushed Dark Blue on Gold Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,square,non-polarized,50,19,145,unisex-adult,gold,prescription-ready
BX-8FYT-F7U1,Ray-Ban RX6346 2872 Eyeglasses Top Brushed Dark Blue on Gold Metal Frame 52mm,,Ray-Ban,mRX6346,e2872,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Top Brushed Dark Blue on Gold Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,square,non-polarized,52,19,145,unisex-adult,gold,prescription-ready
48-0NRV-XSXZ,"Ray-Ban RX7014 Semirimless Unisex Eyeglasses (Havana on Blue Frame 5068, 54)",,Ray-Ban,mRX7014,e5068,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7014 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,18,148,unisex-adult,Blue,prescription-ready
DP-JWII-8AUS,"Ray-Ban RX7014 Semirimless Unisex Eyeglasses (Shiny Black Frame 2000, 52)",,Ray-Ban,mRX7014,e2000,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7014 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,52,18,148,unisex-adult,Black,prescription-ready
J7-PN7M-QFNZ,"Ray-Ban RX7017 Unisex Eyeglasses (Black Green Frame 5197, 54)",,Ray-Ban,mRX7017,e5197,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7017,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,Composite,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,green,prescription-ready
EH-Y0UK-L6PK,"Ray-Ban RX7017 Unisex Eyeglasses (Black Green Frame 5197, 56)",,Ray-Ban,mRX7017,e5197,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7017,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,Composite,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,green,prescription-ready
EH-Y0UM-L6PK,"Ray-Ban RX7017 Unisex Eyeglasses (Blue Frame 5393, 54)",,Ray-Ban,mRX7017,e5393,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7017,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,Composite,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Blue,prescription-ready
51-ES3T-AOSR,"Ray-Ban RX7017 Unisex Eyeglasses (Blue Frame 5393, 56)",,Ray-Ban,mRX7017,e5393,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7017,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,Composite,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Blue,prescription-ready
EH-Y0UD-L6PK,"Ray-Ban RX7017 Unisex Eyeglasses (Havana Frame 2012, 54)",,Ray-Ban,mRX7017,e2012,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7017,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,Composite,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Havana Frame 2012,prescription-ready
EH-Y0UC-L6PK,"Ray-Ban RX7017 Unisex Eyeglasses (Matte Black Frame 5196, 54)",,Ray-Ban,mRX7017,e5196,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7017,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,Composite,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Black,prescription-ready
J7-PN80-QFNZ,"Ray-Ban RX7017 Unisex Eyeglasses (Matte Black Frame 5196, 56)",,Ray-Ban,mRX7017,e5196,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7017,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,Composite,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Black,prescription-ready
0B-N5QQ-5FUC,"Ray-Ban RX7017 Unisex Eyeglasses (Matte Havana Frame 5200, 54)",,Ray-Ban,mRX7017,e5200,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7017,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,Composite,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Matte Havana Frame 5200,prescription-ready
9R-6EH7-FXR6,"Ray-Ban RX7017 Unisex Eyeglasses (Matte Havana Frame 5200, 56)",,Ray-Ban,mRX7017,e5200,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7017,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,Composite,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Matte Havana Frame 5200,prescription-ready
51-ES3R-AOSR,"Ray-Ban RX7017 Unisex Eyeglasses (Shiny Black Frame 2000, 54)",,Ray-Ban,mRX7017,e2000,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7017,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,Composite,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Black,prescription-ready
LY-ZLBI-ZIEF,"Ray-Ban RX7023 LITEFORCE Unisex Eyeglasses (Black Frame 2077, 53)",,Ray-Ban,mRX7023,e2077,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift women,reading glasses discount sale 7023 LITE FORCE LIGHT FORCE,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,liteforce,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,Black,prescription-ready
QL-Y4Z3-L5F4,"Ray-Ban RX7023 LITEFORCE Unisex Eyeglasses (Black Frame 2077, 55)",,Ray-Ban,mRX7023,e2077,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift women,reading glasses discount sale 7023 LITE FORCE LIGHT FORCE,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,liteforce,Demo,Rectangular,non-polarized,55,17,145,unisex-adult,Black,prescription-ready
3G-5EP8-KYBO,"Ray-Ban RX7023 LITEFORCE Unisex Eyeglasses (Tortoise Frame 2012, 53)",,Ray-Ban,mRX7023,e2012,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift women,reading glasses discount sale 7023 LITE FORCE LIGHT FORCE,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,liteforce,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,Tortoise,prescription-ready
V1-8YGY-3FRT,Ray-Ban RX7025 2000 Eyeglasses Shiny Black Frame 53mm,,Ray-Ban,mRX7025,e2000,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Shiny Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,53,17,145,unisex-adult,Black,prescription-ready
QS-K4SC-O8HZ,Ray-Ban RX7025 2000 Eyeglasses Shiny Black Frame 55mm,,Ray-Ban,mRX7025,e2000,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Shiny Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,55,17,145,unisex-adult,Black,prescription-ready
CP-SDI6-S7HM,"Ray-Ban RX7025 Square Unisex Eyeglasses (Dark Blue Frame 5419, 53)",,Ray-Ban,mRX7025,e5419,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7025 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,53,17,148,unisex-adult,Blue,prescription-ready
39-94RK-HPKT,"Ray-Ban RX7025 Square Unisex Eyeglasses (Dark Blue Frame 5419, 55)",,Ray-Ban,mRX7025,e5419,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7025 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,55,17,148,unisex-adult,Blue,prescription-ready
